να; 4945119
το; 3934560
δεν; 2764595
είναι; 2710480
θα; 2601251
και; 2405466
μου; 1908383
με; 1672489
για; 1579431
την; 1483336
σου; 1363704
τον; 1352759
τα; 1332077
που; 1263507
σε; 1260581
τι; 1253172
του; 1191492
αυτό; 1148741
ότι; 1045020
στο; 980620
από; 899261
της; 675613
τη; 673583
όχι; 645035
ναι; 640758
αν; 631357
ένα; 625153
τους; 602294
εδώ; 596977
μια; 584732
αλλά; 580901
μας; 580240
είσαι; 559967
σας; 558861
ήταν; 551213
πρέπει; 532904
είμαι; 522672
κι; 515213
οι; 510684
στην; 476673
πολύ; 470523
γιατί; 448405
δε; 439459
εγώ; 421867
πως; 416514
τώρα; 414821
εντάξει; 373685
ξέρω; 369296
κάτι; 366581
τις; 356961
έχει; 349070
έχω; 333105
εσύ; 312776
μην; 309630
θέλω; 292452
καλά; 287834
έτσι; 274047
στη; 269318
στον; 265380
αυτή; 259221
ξέρεις; 258455
κάνεις; 257588
έχεις; 249888
όταν; 249708
μπορώ; 244903
μόνο; 240149
εκεί; 235124
σαν; 234274
μαζί; 233367
πώς; 228775
τίποτα; 220963
κάνω; 210527
όλα; 206757
ευχαριστώ; 204276
μπορεί; 189356
κάνει; 187362
ποτέ; 186846
απ; 185398
τόσο; 183920
στα; 180915
αυτά; 180313
πού; 180148
πάμε; 179638
μέσα; 179015
των; 175959
μπορείς; 171810
πιο; 167180
υπάρχει; 166069
ακόμα; 165474
απλά; 163492
έλα; 163261
έχουμε; 161519
αυτός; 160032
σπίτι; 159005
λοιπόν; 157144
είμαστε; 153741
τότε; 153464
πίσω; 152697
παρακαλώ; 151063
μετά; 149708
πριν; 149123
ίσως; 149089
λίγο; 148489
νομίζω; 147944
κύριε; 147021
γεια; 146974
ένας; 146008
πάντα; 145870
πω; 145078
ποιος; 139501
δουλειά; 137637
μη; 134172
δω; 131989
λες; 130606
αλήθεια; 129027
όπως; 127719
παιδιά; 126792
όλοι; 125948
είπε; 124746
γι; 121359
θέλεις; 119655
άλλο; 118950
δύο; 118600
ας; 118307
ζωή; 117854
είχε; 116403
έναν; 116385
κάνουμε; 116349
πάω; 112827
οχι; 110037
ωραία; 109495
καλό; 108779
είπα; 105360
θες; 104845
πες; 104740
στις; 104018
κοίτα; 103727
πάνω; 102964
έξω; 102374
σένα; 102268
χρόνια; 101941
ώρα; 101369
έχουν; 100648
ούτε; 100212
μία; 97384
μα; 97143
κάτω; 96633
μένα; 96118
φορά; 96053
μέρα; 95201
ήμουν; 95069
κάποιος; 94891
έπρεπε; 94315
κάθε; 94272
μέχρι; 93885
κανείς; 93399
καλή; 93195
όμως; 92809
επειδή; 91618
γυναίκα; 91304
πράγματα; 91064
είστε; 90700
είχα; 90235
χωρίς; 89975
ήθελα; 89161
σωστά; 88653
θέλει; 87054
μαμά; 86941
μπορούμε; 86647
μόλις; 85894
δυο; 85855
πάει; 85840
λέει; 84464
θεέ; 84322
πας; 83467
καλύτερα; 83196
ειναι; 82572
σήμερα; 82459
έγινε; 80665
έκανε; 80566
ακριβώς; 80149
πόσο; 79380
συγγνώμη; 79049
πεις; 78531
αρέσει; 76224
έκανα; 76080
συμβαίνει; 75927
λυπάμαι; 75646
πολλά; 74575
φαίνεται; 74434
πρόβλημα; 73097
εμένα; 72905
είπες; 72483
κάποιον; 72362
στιγμή; 71806
αυτόν; 71427
λάθος; 71385
μέρος; 71082
γίνει; 70824
όσο; 69449
λένε; 69277
λεφτά; 69026
περίμενε; 69020
χρόνο; 68351
παιδί; 67786
άλλη; 67487
βλέπω; 67475
πράγμα; 67065
απο; 65773
εσένα; 65740
έκανες; 65595
φυσικά; 64289
δικό; 63482
ήσουν; 63362
γρήγορα; 62910
πάλι; 62680
στους; 62535
πιστεύω; 62403
κάποια; 62319
ως; 62061
φίλε; 61965
οπότε; 61945
μάλλον; 61676
πάρω; 61223
μπαμπά; 61060
γίνεται; 61008
λέω; 60825
έχετε; 60664
υπάρχουν; 60589
ξέρει; 60203
ιδέα; 60098
χρειάζεται; 59222
όλο; 58796
ίδιο; 58509
πήγαινε; 57127
νομίζεις; 56800
σίγουρα; 56702
οτι; 56349
συγνώμη; 56219
πάρει; 56192
μωρό; 56017
εσείς; 55342
νέα; 55188
όλη; 55107
μητέρα; 54801
σημαίνει; 54478
φορές; 54306
εμείς; 54257
είδα; 54152
αρκετά; 54090
δει; 53882
κάνουν; 53482
πατέρας; 53447
βλέπεις; 53341
κόσμο; 52781
όλους; 52679
καιρό; 51594
χαρά; 51591
μόνος; 51024
σταμάτα; 50536
κυρία; 50014
ήδη; 49795
προς; 49756
πάρε; 49670
ακόμη; 49564
εκτός; 49564
πραγματικά; 49069
όνομα; 48796
νόμιζα; 48684
κανένα; 48330
αμέσως; 48153
πατέρα; 48111
αύριο; 47708
βράδυ; 47407
τελευταία; 47303
πει; 47229
καταλαβαίνω; 47146
αυτοί; 47121
απλώς; 47000
λεπτά; 46793
ποιο; 46720
δίκιο; 45881
μεγάλη; 45685
απόψε; 45682
ήξερα; 45316
πότε; 45256
πρώτη; 45248
ποια; 45095
πια; 44821
δρ; 44810
αυτές; 44613
τέλος; 44592
χρειάζομαι; 44541
μπορούσα; 44538
πρόκειται; 44475
όπλο; 43605
μάλιστα; 43561
άνθρωποι; 43553
θέση; 43531
τύπος; 42777
μιλήσω; 42623
μέρες; 42553
κάνετε; 42410
δική; 42409
χέρια; 42287
δεις; 42078
αγάπη; 41995
πόλη; 41896
βρω; 41810
ήρθε; 41567
μήπως; 41392
εαυτό; 41386
αμάξι; 41362
πειράζει; 41335
ελα; 41278
κάνε; 41203
είχες; 41202
μακριά; 41074
θέλετε; 40745
πέρα; 40706
κοντά; 40580
τέτοιο; 40529
ξέρετε; 40495
βοήθεια; 40469
συνέβη; 40450
θέμα; 40443
αυτούς; 40333
λεπτό; 40296
τρόπο; 39681
κατά; 39680
κάποιο; 39553
εννοώ; 39526
μεγάλο; 39450
πόρτα; 39446
ενα; 39224
ξανά; 39195
τί; 39078
μερικές; 39048
καλός; 39004
μάτια; 38897
ώρες; 38896
καθόλου; 38888
βρούμε; 38771
ορίστε; 38625
θυμάσαι; 38586
κορίτσι; 38332
διάολο; 38303
ηταν; 38254
εννοείς; 38114
σίγουρος; 38105
φύγε; 38101
ελπίζω; 37987
αφού; 37880
χέρι; 37865
ανθρώπους; 37858
ιστορία; 37805
ομάδα; 37800
μπροστά; 37739
κακό; 37597
μπορείτε; 37568
περισσότερο; 37357
εχω; 37092
έρθει; 37076
γαμώτο; 36923
δούμε; 36866
κεφάλι; 36848
δρόμο; 36841
όλες; 36528
πιστεύεις; 36284
πρωί; 36031
φύγω; 35910
μπορούσε; 35797
δώσε; 35786
σχέση; 35767
ξέρουμε; 35734
καλύτερο; 35692
μιλάς; 35584
άνθρωπος; 35510
βοηθήσω; 35358
χαίρομαι; 35308
βρήκα; 35269
δηλαδή; 35266
καν; 35190
ήθελε; 35069
φίλος; 34962
αυτήν; 34914
πήρε; 34350
νύχτα; 34310
ωραίο; 34287
πάνε; 34111
εκείνη; 34020
πάρεις; 33965
ευκαιρία; 33872
ψέματα; 33842
τέλεια; 33766
αλλιώς; 33761
δωμάτιο; 33757
μόνη; 33506
φύγουμε; 33404
τρεις; 33364
πέθανε; 33363
άλλα; 33326
αστυνομία; 33312
ελάτε; 33174
καμιά; 33088
λόγο; 33081
πήγε; 33015
κανέναν; 32993
γραφείο; 32806
άντρας; 32774
ίδια; 32571
ώστε; 32426
πρώτα; 32208
ανησυχείς; 31976
κόρη; 31839
τo; 31711
πέντε; 31522
πούμε; 31418
είδες; 31289
βέβαια; 31113
τηλέφωνο; 31068
νιώθω; 31061
τρία; 31029
λέμε; 30747
αγόρι; 30710
άντρες; 30702
τζακ; 30558
είχαμε; 30554
αίμα; 30547
επίσης; 30400
σοβαρά; 30399
έρχεται; 29881
αυτο; 29855
τέτοια; 29779
οικογένεια; 29778
καρδιά; 29602
σκατά; 29542
θέλουν; 29458
τουλάχιστον; 29367
όπου; 29365
κάπου; 29319
μικρό; 29198
νερό; 29117
κόσμος; 28972
ενός; 28943
μυαλό; 28632
πήρα; 28594
δύσκολο; 28579
τρέχει; 28451
μήνες; 28319
δώσω; 28275
αργότερα; 28225
αγαπώ; 28216
θέλουμε; 28189
καμία; 28159
θυμάμαι; 27950
σχεδόν; 27884
πλάκα; 27723
γυναίκες; 27710
να; 27627
ποιός; 27604
φίλοι; 27390
σχολείο; 27308
εχεις; 27301
βρεις; 27276
γι'αυτό; 27212
κοπέλα; 26827
νεκρός; 26819
ποιον; 26767
μπαμπάς; 26747
παιχνίδι; 26568
υπόθεση; 26392
δολάρια; 26377
μερικά; 26371
άλλος; 26369
μικρή; 26294
ήθελες; 26205
μπορούν; 26148
είχαν; 26147
χθες; 26095
ρε; 26084
αργά; 25957
εμπρός; 25943
καταλαβαίνεις; 25864
εάν; 25795
σύντομα; 25781
τρόπος; 25572
ισως; 25564
μεταξύ; 25488
φυλακή; 25467
ήρθες; 25451
χάρη; 25406
συμβεί; 25261
απ'; το; 25087
σημασία; 25036
σκοτώσει; 24984
μιλήσουμε; 24955
έλεγα; 24870
αντίο; 24869
εχει; 24798
πρώτο; 24782
φαγητό; 24772
έρθεις; 24733
μείνε; 24581
έτοιμος; 24580
ετσι; 24532
συνέχεια; 24528
αστείο; 24525
πεθάνει; 24473
φύγεις; 24392
θεός; 24380
φύγει; 24342
άντρα; 24320
σχέδιο; 24155
πολλές; 24137
πείτε; 24110
πάρουμε; 23910
σκότωσε; 23828
άλλους; 23814
κατάσταση; 23812
γύρω; 23733
τύχη; 23606
ζωής; 23585
ήρθα; 23522
κανένας; 23471
γονείς; 23398
οταν; 23355
άσχημα; 23313
όπλα; 23259
σημαντικό; 23242
νοιάζει; 23232
σκέφτηκα; 23216
πρόσεχε; 23183
κατάλαβα; 23129
προσπαθώ; 23090
συγχωρείτε; 22928
γλυκιά; 22913
όσα; 22882
αφήσω; 22809
πόδια; 22804
μπράβο; 22780
υποθέτω; 22725
τζον; 22673
ντε; 22577
καλημέρα; 22546
τελικά; 22539
αρχή; 22363
βιβλίο; 22355
ραντεβού; 22250
χρειαζόμαστε; 22229
έρθω; 22222
κύριοι; 22181
χρήματα; 22085
φοβάμαι; 22068
βρήκες; 22040
κάναμε; 21991
εμάς; 21854
δύναμη; 21853
τι; 21807
εκείνο; 21769
κορίτσια; 21651
πάρα; 21600
όνομά; 21560
ηρέμησε; 21478
φίλους; 21430
σωστό; 21392
υπήρχε; 21311
σκοτώσω; 21288
γιος; 21287
μείνει; 21258
μιλάω; 21210
φέρω; 21195
αυτοκίνητο; 21162
έφυγε; 21078
βασικά; 21019
λόγος; 21017
σεξ; 20960
μάθω; 20956
γη; 20934
απόδοση; 20931
οποίο; 20835
τύπο; 20827
καλύτερη; 20824
σαμ; 20732
μισό; 20704
εδω; 20670
μοιάζει; 20639
ενώ; 20599
χρειάζεσαι; 20563
όμορφη; 20525
ακούς; 20470
επιλογή; 20419
κου; 20389
γιο; 20378
φίλο; 20322
βοηθήσει; 20294
σίγουρη; 20272
περιμένω; 20259
έξι; 20238
μπορούσες; 20211
ταινία; 20116
νοσοκομείο; 20090
βρει; 19972
πάρτι; 19969
ακούω; 19950
καφέ; 19895
νέο; 19837
χριστέ; 19830
αφεντικό; 19827
περίπου; 19803
χώρα; 19705
ερώτηση; 19579
κε; 19559
περάσει; 19426
τελείωσε; 19409
ξέρουν; 19339
μήνυμα; 19325
επόμενη; 19248
έδωσε; 19212
μάικλ; 19181
μιας; 19160
πήρες; 19094
σώμα; 19083
δουλεύει; 19080
μείνω; 19064
αφήσεις; 19038
εσάς; 18924
περίπτωση; 18855
άλλοι; 18797
κα; 18780
ακούγεται; 18614
σκέφτομαι; 18609
διαλόγων; 18548
αφήστε; 18490
είπαν; 18452
δίπλα; 18437
άλλες; 18428
άρεσε; 18409
αξίζει; 18403
σκάφος; 18389
περιμένει; 18332
καλώς; 18303
βάλω; 18295
γίνεις; 18294
βρίσκεται; 18284
καληνύχτα; 18198
δέκα; 18192
αρέσουν; 18117
κρεβάτι; 18080
μάθεις; 18076
εύκολο; 18066
άκουσα; 18052
τσάρλι; 18039
σειρά; 17963
άλλον; 17956
κοιτάξτε; 17929
ήξερες; 17901
μoυ; 17887
λέξη; 17863
πήγα; 17859
τελευταίο; 17776
δες; 17743
γίνω; 17709
ποτό; 17696
λίγη; 17692
βδομάδα; 17677
συμφωνία; 17645
μείνεις; 17613
κύριος; 17601
υπέροχα; 17571
αδερφή; 17539
στοιχεία; 17511
παρά; 17504
γειά; 17469
περιμένετε; 17371
πέρασε; 17354
κάποτε; 17340
οτιδήποτε; 17299
ρούχα; 17265
φωτιά; 17234
φίλη; 17216
κάπως; 17190
μέλλον; 17188
γιατρός; 17137
λέτε; 17136
δεv; 17113
περισσότερα; 17102
πόσα; 17097
πρόσωπο; 17093
μιλάει; 17030
περίεργο; 17008
πουθενά; 16991
ήξερε; 16958
φύγετε; 16955
σκάσε; 16852
παλιά; 16831
ερωτήσεις; 16818
γυρίσω; 16805
αλλα; 16797
πλέον; 16793
βρήκαμε; 16770
έλεγε; 16742
εχουμε; 16736
κάτσε; 16720
έκαναν; 16696
δικά; 16693
προφανώς; 16656
ήμασταν; 16607
βοηθήσεις; 16573
περιοχή; 16567
προσοχή; 16546
σύστημα; 16537
νιώθεις; 16503
προβλήματα; 16491
υπέροχο; 16473
μιλάμε; 16448
δείτε; 16439
έρχομαι; 16412
πληροφορίες; 16367
κομμάτι; 16338
άδεια; 16305
σημείο; 16300
πάτε; 16289
πρώτος; 16219
πόλεμο; 16219
σκέφτεσαι; 16204
μάθει; 16111
πολλοί; 16105
φρανκ; 16065
αποστολή; 16056
φωτογραφία; 16019
είδε; 16007
δείξω; 15984
φοβάσαι; 15974
βάλε; 15971
πλευρά; 15910
περίμενα; 15893
βρήκε; 15892
μακάρι; 15835
τελειώσει; 15817
θεού; 15777
τιμή; 15737
ολα; 15671
εισαι; 15659
ασφάλεια; 15635
φως; 15618
κάποιες; 15599
ρα; 15530
έτοιμοι; 15524
διανομή; 15499
κυρίες; 15488
καλύτερος; 15470
έι; 15463
εντελώς; 15444
παντού; 15425
κατάλαβες; 15394
θάνατο; 15386
προσπάθησε; 15370
γνωρίζω; 15370
σκοτώσεις; 15362
ακούσει; 15352
οικογένειά; 15344
χάλια; 15343
τόσα; 15297
φέρε; 15262
άσε; 15140
μικρέ; 15133
μέση; 15127
κέντρο; 15126
μιλήσει; 15124
δώσει; 15116
κράτα; 15109
πτώμα; 15045
τρελός; 15004
μαλλιά; 15001
λίστα; 14965
ταξίδι; 14930
άφησε; 14915
θεό; 14799
επιτέλους; 14796
δώσεις; 14793
δώρο; 14766
υπόσχομαι; 14752
πάρτε; 14735
σχετικά; 14735
έτοιμη; 14722
είδους; 14714
τμήμα; 14663
πραγματικότητα; 14607
μουσική; 14592
ειμαι; 14586
παίρνει; 14549
γνώμη; 14536
καιρός; 14488
μήνα; 14484
συνέχισε; 14471
αυτού; 14461
ενδιαφέρον; 14448
ρωτήσω; 14438
συνήθως; 14393
δείπνο; 14391
δικός; 14298
συγχωρείς; 14283
σάρα; 14242
υποτίθεται; 14217
πρεπει; 14212
χρόνος; 14126
υπό; 14083
στ; 14067
έρχονται; 14047
καθώς; 14046
μυστικό; 13992
φωτογραφίες; 13971
γάμο; 13963
άκρη; 13931
μαλακίες; 13911
στόμα; 13903
εβδομάδα; 13899
μιλήσεις; 13858
παίρνεις; 13855
τελείως; 13849
βγάλω; 13830
κάντε; 13825
τζο; 13808
σταματήστε; 13788
είτε; 13788
αεροπλάνο; 13777
πλοίο; 13751
τηλεόραση; 13749
επάνω; 13736
λίγα; 13680
λείπει; 13668
έλεγχο; 13658
χρειαστεί; 13640
σήμα; 13636
μεγάλος; 13548
τομ; 13541
επίθεση; 13525
χάρηκα; 13520
αέρα; 13511
οκ; 13503
δουλεύω; 13483
παραπάνω; 13464
περιμένεις; 13461
τέλειο; 13447
σιγά; 13432
γιατι; 13431
βάση; 13360
άνθρωπο; 13356
μένει; 13350
σκεφτόμουν; 13318
άτομο; 13312
έμαθα; 13295
λόγια; 13288
ψηλά; 13280
ανάγκη; 13274
βγει; 13256
πρώην; 13242
ακούστε; 13236
γραμμή; 13224
οποία; 13219
έπεσε; 13175
δίνει; 13167
δουλεύεις; 13138
κώλο; 13104
γιατρέ; 13076
νόημα; 13067
πολυ; 13042
υποτίτλων; 13002
περιμένουμε; 12966
σκέψου; 12963
παρέα; 12947
κλειδί; 12914
ολοι; 12904
σoυ; 12904
αδερφός; 12897
τίποτε; 12869
γύρνα; 12868
εναντίον; 12865
ατύχημα; 12856
εκατομμύρια; 12839
έχασα; 12803
έρευνα; 12798
ζωντανός; 12747
απάντηση; 12742
μικρός; 12710
πόδι; 12635
αλλάξει; 12625
ενας; 12608
συγχαρητήρια; 12608
επιμέλεια; 12602
δείχνει; 12593
είvαι; 12535
φεύγω; 12505
λέγεται; 12497
μισώ; 12488
τέσσερα; 12478
ευχαριστούμε; 12444
εκ; 12432
παρελθόν; 12420
λιγότερο; 12401
ξενοδοχείο; 12387
μάνα; 12382
εκείνος; 12378
χρονών; 12365
χιλιάδες; 12363
μαγαζί; 12357
ήρθατε; 12305
βλέπετε; 12301
πεθάνεις; 12287
μάικ; 12254
ματιά; 12250
πρόγραμμα; 12239
υόρκη; 12235
όμορφο; 12199
δουλειές; 12199
σταματήσει; 12195
κοιτάς; 12185
ει; 12146
μέτρα; 12109
λεξ; 12094
μπαρ; 12085
απ'; την; 12082
παίρνω; 12081
προσέχεις; 12072
σα; 12062
εγω; 12061
ειλικρινά; 12048
αδελφή; 12047
βρείτε; 12040
κόσμου; 12031
συχνά; 12029
τραπέζι; 12005
έλεγες; 11992
βρες; 11959
τωρα; 11950
μάχη; 11947
οπως; 11945
νούμερο; 11936
ανάμεσα; 11929
παίζει; 11895
μπες; 11863
δυνάμεις; 11861
χώρο; 11831
πεθάνω; 11780
όντως; 11780
άτομα; 11779
φαίνεσαι; 11779
εν; 11778
κάποιοι; 11764
ίδιος; 11758
αληθινό; 11739
μπορούσαμε; 11681
σήκω; 11664
λιγάκι; 11654
άκου; 11652
κίνηση; 11638
ξέχνα; 11637
θύμα; 11636
δεξιά; 11625
ξαφνικά; 11612
απόφαση; 11583
πήγες; 11577
πηγαίνετε; 11574
κρίμα; 11570
μηχανή; 11552
βάλεις; 11519
μπάνιο; 11510
ημέρα; 11489
πιστεύει; 11471
επαφή; 11466
κάνατε; 11462
είδος; 11460
σταματήσεις; 11417
όνειρο; 11395
παράξενο; 11386
ψυχή; 11385
ποιοι; 11373
τρελό; 11371
νωρίς; 11351
άκουσες; 11338
ύπνο; 11297
αφήσουμε; 11287
εξαιτίας; 11236
ντετέκτιβ; 11224
κανόνες; 11190
φωνή; 11165
παλιό; 11155
παίζεις; 11100
βδομάδες; 11099
κάθαρμα; 11098
πρόεδρος; 11088
πίστευα; 11084
δίνω; 11054
λόγω; 11034
μείνετε; 11029
ζήτησε; 11003
κει; 10999
πάντων; 10991
έστειλε; 10990
μαξ; 10977
μπεν; 10966
αγαπάς; 10959
γιαγιά; 10957
σκότωσες; 10955
θανάτου; 10945
πάντως; 10939
σύμφωνα; 10937
έβαλε; 10923
αριστερά; 10906
ηλίθιος; 10903
απίστευτο; 10891
δεσποινίς; 10884
τραγούδι; 10877
επόμενο; 10873
έδωσα; 10870
δολοφόνος; 10870
πλανήτη; 10868
αφορά; 10856
προσπαθεί; 10839
χριστούγεννα; 10839
ανήκει; 10796
έκπληξη; 10785
δεύτερη; 10782
προσπάθησα; 10753
βάλει; 10752
αισθάνομαι; 10749
ζει; 10704
δυνατά; 10700
βγες; 10678
αναφορά; 10676
μπει; 10659
γιατρό; 10657
βλέπει; 10642
βασιλιάς; 10630
γνώρισα; 10611
αποκλειστική; 10602
ναρκωτικά; 10602
προσωπικό; 10596
πιστέψω; 10595
άρχισε; 10579
ησυχία; 10578
σκηνή; 10549
ορκίζομαι; 10542
πρεπε; 10541
ψάχνω; 10530
ασφαλής; 10485
αντί; 10460
δίνεις; 10459
σκοτώσουν; 10444
νεκρή; 10429
ασφαλείας; 10409
εύκολα; 10403
έφερα; 10389
άρα; 10385
βόμβα; 10378
λίγες; 10374
χτες; 10363
τέσσερις; 10341
τoυ; 10335
ζητήσω; 10334
γυρίσει; 10328
πηγαίνω; 10317
υπέροχη; 10314
βγάλε; 10308
σκεφτώ; 10272
τού; 10260
φόνο; 10252
καταλάβεις; 10243
αγώνα; 10242
καταλάβει; 10238
γεγονός; 10237
πάρτυ; 10224
νησί; 10207
άνδρες; 10206
μάθημα; 10200
νομίζει; 10196
ελπίδα; 10194
αρκετό; 10189
μαλάκα; 10182
εβδομάδες; 10177
περάσω; 10168
δυστυχώς; 10156
πολλούς; 10148
χτύπησε; 10147
προσπαθείς; 10120
δικαίωμα; 10116
ποιό; 10112
σφαίρα; 10110
μεγάλε; 10107
βόλτα; 10098
παράθυρο; 10097
κτίριο; 10095
φτάνει; 10092
μάτι; 10092
ντέιβιντ; 10087
δώσ; 10048
δικέ; 10033
απλό; 10029
αγόρια; 10016
κουτί; 10003
αδερφό; 9977
φέρει; 9950
πράκτορας; 9938
δύσκολη; 9936
ξαναδεί; 9926
κάρτα; 9908
χάσει; 9894
δώ; 9881
διαφορετικά; 9880
μπω; 9880
κύριο; 9878
πoυ; 9858
αμερική; 9856
αρχηγός; 9817
ξέχασα; 9814
πήραν; 9813
καταλάβω; 9808
τσάντα; 9783
μεγαλύτερο; 9769
σκότωσα; 9767
σταματήσω; 9759
εσυ; 9753
αγαπάω; 9750
νέος; 9741
στάσου; 9741
έφερε; 9740
διορθώσεις; 9726
βγαίνει; 9691
βγήκε; 9624
διαφορά; 9623
βασιλιά; 9618
μόνοι; 9608
γράμμα; 9607
λατρεύω; 9606
αλλού; 9598
φαντάζομαι; 9573
δευτερόλεπτα; 9571
επιχείρηση; 9565
ειδικά; 9544
εκκλησία; 9523
πράκτορα; 9520
ωχ; 9495
σκύλα; 9451
αρχίσει; 9441
μίλα; 9441
ακούσω; 9438
τυχερός; 9430
βγάλεις; 9422
γλυκό; 9420
τρελή; 9409
πρωινό; 9399
μείνουμε; 9398
κακός; 9366
μπήκε; 9358
τάξη; 9354
μίλησα; 9337
μπάλα; 9322
συζητήσουμε; 9315
γυρίσεις; 9313
κόλαση; 9311
γλώσσα; 9311
χειρότερο; 9294
γύρισε; 9292
στοίχημα; 9288
διαμέρισμα; 9258
φέρεις; 9247
σχέδια; 9238
ντι; 9232
απόγευμα; 9222
θάνατος; 9201
εταιρία; 9191
κρατήσω; 9187
τέρας; 9187
ήρθαν; 9154
έρθουν; 9135
νεκροί; 9132
συνάντηση; 9127
μισή; 9123
βάλουμε; 9121
πέρασα; 9118
είπατε; 9115
κόλπο; 9110
αποδείξεις; 9105
κλειδιά; 9105
κάποιου; 9096
θάλασσα; 9087
κανεις; 9072
πόνο; 9067
επιστρέψω; 9058
χαρτιά; 9027
αφήσει; 9010
αρχίζει; 9000
βιβλία; 9000
φτάσει; 9000
μεγαλύτερη; 8998
νωρίτερα; 8984
ζωές; 8976
φεύγει; 8976
παπούτσια; 8973
στo; 8971
βγούμε; 8964
είχατε; 8959
όποιος; 8958
τηλεφώνησε; 8952
μάθουμε; 8952
δείξε; 8924
τεστ; 8916
μπιλ; 8913
μπλε; 8912
φοβερό; 8904
εξηγήσω; 8898
μέρη; 8894
κατι; 8892
πόλεμος; 8888
καλησπέρα; 8885
κρασί; 8877
πάρουν; 8871
στρατό; 8867
αφήνεις; 8843
δις; 8841
ποιά; 8839
έβαλα; 8827
γνωρίζεις; 8825
κινητό; 8814
εξ; 8797
πρόσωπό; 8797
πρόεδρε; 8785
σκοπό; 8782
φορτηγό; 8782
κλαρκ; 8779
μεγάλα; 8774
δωμάτιό; 8774
υπηρεσία; 8753
χορό; 8741
πλάτη; 8740
τζέιμς; 8740
πράγματι; 8730
χρειάζονται; 8725
χρόνου; 8714
τζέι; 8691
μύτη; 8683
απολύτως; 8672
